sample,mean_parse_height,num_parses,type,length
t199 t289 t232 t143 t282 t176 t132 t280 t285 t75 t230 t195 t44 t285 t143 t87 t218 t123 t285,12.0,1.0,positive,19
t26 t232 t80 t143 t285 t194 t87 t0 t116 t31 t295 t39 t168 t163 t219 t195 t276 t123 t285,13.0,1.0,positive,19
t158 t232 t143 t184 t2 t82 t173 t285 t75 t230 t195 t44 t285 t291 t28 t195 t44 t280 t285,12.0,1.0,positive,19
t45 t105 t64 t126 t136 t82 t1 t230 t102 t29 t11 t114 t211 t20 t269 t151 t85 t59 t193,,,negative,19
t216 t153 t274 t69 t291 t275 t177 t114 t288 t118 t102 t267 t103 t75 t31 t4 t121 t76 t299,,,negative,19
t115 t158 t152 t265 t8 t241 t143 t111 t269 t295 t120 t223 t294 t89 t32 t158 t1 t288 t141,,,negative,19
t149 t241 t232 t121 t138 t231 t115 t187 t66 t15 t182 t201 t240 t163 t293 t241 t184 t112 t235,,,negative,19
t2 t276 t219 t59 t228 t0 t278 t66 t39 t229 t132 t4 t28 t253 t248 t294 t56 t216 t206,,,negative,19
t214 t267 t27 t229 t107 t82 t212 t299 t150 t156 t252 t201 t216 t287 t195 t50 t98 t171 t150,,,negative,19
t32 t282 t280 t58 t253 t198 t166 t39 t115 t103 t95 t286 t58 t125 t63 t190 t231 t105 t44,,,negative,19
t173 t279 t286 t201 t145 t124 t59 t80 t61 t62 t190 t161 t62 t289 t262 t232 t125 t247 t68,,,negative,19
t144 t196 t235 t66 t220 t9 t102 t156 t106 t196 t278 t78 t10 t29 t198 t31 t229 t106 t28,,,negative,19
t115 t152 t11 t124 t249 t194 t119 t296 t29 t39 t216 t2 t94 t291 t234 t214 t282 t27 t274,,,negative,19
t26 t235 t80 t235 t181 t299 t285 t194 t87 t269 t250 t211 t103 t59 t89 t31 t152 t276 t123 t285,15.0,1.0,positive,20
t26 t232 t143 t39 t235 t80 t75 t230 t195 t44 t285 t143 t280 t285 t75 t230 t195 t44 t299 t285,17.0,1.0,positive,20
t199 t289 t232 t181 t87 t295 t31 t226 t55 t194 t169 t196 t122 t126 t15 t115 t244 t276 t123 t285,16.0,1.0,positive,20
t199 t289 t232 t143 t282 t150 t84 t162 t267 t235 t143 t39 t194 t87 t89 t123 t285 t199 t299 t285,13.0,1.0,positive,20
t199 t115 t232 t143 t184 t2 t82 t173 t285 t122 t285 t291 t77 t150 t195 t44 t87 t11 t123 t285,12.0,1.0,positive,20
t26 t232 t143 t282 t150 t84 t99 t196 t122 t126 t15 t126 t12 t285 t143 t285 t199 t205 t123 t285,17.0,1.0,positive,20
t199 t115 t232 t143 t184 t294 t62 t285 t199 t285 t232 t80 t122 t285 t194 t87 t218 t123 t280 t285,13.0,1.0,positive,20
t158 t232 t143 t282 t150 t115 t252 t29 t96 t12 t267 t194 t87 t0 t116 t31 t152 t276 t123 t285,13.0,1.0,positive,20
t26 t232 t143 t184 t294 t27 t173 t285 t232 t181 t87 t218 t123 t285 t232 t181 t205 t123 t280 t285,13.0,1.0,positive,20
t199 t289 t232 t80 t235 t143 t282 t88 t247 t291 t280 t285 t3 t299 t285 t143 t87 t11 t123 t285,18.0,1.0,positive,20
t79 t172 t77 t221 t20 t124 t215 t153 t215 t222 t254 t201 t153 t191 t63 t175 t177 t1 t244 t211,,,negative,20
t126 t64 t12 t240 t40 t287 t210 t93 t254 t275 t101 t89 t275 t280 t40 t121 t229 t282 t144 t98,,,negative,20
t88 t85 t244 t280 t121 t7 t93 t132 t88 t56 t143 t257 t203 t4 t193 t172 t149 t126 t196 t102,,,negative,20
t187 t296 t26 t168 t33 t240 t250 t89 t296 t239 t195 t21 t2 t291 t191 t26 t230 t252 t162 t41,,,negative,20
t285 t90 t182 t187 t162 t95 t286 t39 t220 t103 t288 t22 t149 t151 t239 t226 t185 t68 t239 t248,,,negative,20
t162 t93 t173 t254 t7 t280 t1 t20 t220 t287 t183 t0 t140 t190 t229 t39 t180 t72 t293 t21,,,negative,20
t50 t192 t244 t207 t220 t211 t196 t108 t163 t240 t288 t171 t161 t29 t279 t280 t228 t128 t221 t174,,,negative,20
t57 t293 t58 t50 t81 t222 t231 t10 t17 t153 t296 t194 t57 t288 t214 t164 t211 t187 t195 t164,,,negative,20
t40 t184 t282 t125 t15 t188 t106 t228 t134 t215 t166 t275 t180 t15 t140 t9 t249 t49 t32 t118,,,negative,20
t267 t87 t22 t264 t121 t285 t164 t190 t253 t103 t254 t49 t67 t76 t132 t91 t218 t119 t115 t115,,,negative,20
t199 t289 t232 t80 t194 t285 t199 t87 t177 t250 t211 t103 t201 t89 t31 t239 t290 t122 t276 t123 t285,15.0,1.0,positive,21
t199 t115 t235 t143 t282 t148 t145 t211 t247 t98 t267 t291 t28 t195 t44 t285 t194 t87 t11 t123 t285,14.0,1.0,positive,21
t158 t232 t181 t87 t177 t250 t211 t103 t201 t89 t31 t3 t222 t244 t71 t253 t123 t122 t276 t123 t285,15.0,1.0,positive,21
t199 t115 t235 t143 t39 t291 t28 t195 t44 t285 t232 t143 t184 t2 t62 t285 t143 t299 t205 t123 t285,15.0,1.0,positive,21
t26 t235 t181 t87 t16 t250 t193 t252 t148 t75 t87 t59 t89 t31 t15 t196 t22 t122 t276 t123 t285,18.0,1.0,positive,21
t199 t115 t232 t143 t184 t294 t82 t173 t267 t143 t285 t232 t143 t39 t194 t205 t123 t87 t89 t123 t285,12.0,1.0,positive,21
t158 t235 t80 t232 t181 t205 t123 t285 t232 t143 t184 t2 t82 t173 t267 t143 t285 t194 t299 t299 t285,16.0,1.0,positive,21
t26 t235 t143 t184 t2 t62 t267 t219 t195 t44 t285 t235 t143 t282 t84 t267 t143 t205 t123 t280 t285,14.0,1.0,positive,21
t26 t232 t80 t3 t87 t16 t250 t30 t275 t231 t22 t168 t183 t63 t77 t296 t31 t152 t276 t123 t285,20.0,1.0,positive,21
t26 t235 t143 t282 t3 t273 t200 t244 t211 t247 t153 t267 t194 t285 t194 t87 t41 t198 t276 t123 t285,16.0,1.0,positive,21
t229 t108 t166 t272 t267 t276 t185 t215 t158 t57 t57 t128 t1 t263 t220 t294 t232 t1 t153 t63 t205,,,negative,21
t27 t263 t168 t122 t279 t280 t77 t10 t32 t216 t182 t204 t254 t194 t279 t198 t262 t115 t264 t269 t44,,,negative,21
t4 t104 t230 t276 t276 t50 t214 t205 t207 t76 t219 t45 t252 t145 t63 t64 t196 t120 t32 t67 t164,,,negative,21
t294 t71 t187 t148 t186 t220 t2 t30 t250 t152 t204 t71 t234 t55 t65 t215 t235 t78 t196 t138 t122,,,negative,21
t232 t211 t121 t236 t236 t99 t158 t286 t124 t79 t194 t30 t90 t290 t21 t4 t191 t196 t76 t88 t126,,,negative,21
t194 t290 t273 t254 t114 t22 t20 t80 t103 t259 t280 t43 t140 t254 t31 t28 t111 t144 t212 t6 t124,,,negative,21
t294 t121 t114 t116 t247 t269 t290 t289 t89 t218 t71 t151 t79 t48 t211 t196 t184 t103 t104 t216 t28,,,negative,21
t205 t87 t247 t204 t269 t182 t151 t150 t96 t144 t271 t7 t107 t247 t206 t149 t297 t26 t168 t145 t293,,,negative,21
t143 t184 t141 t275 t65 t50 t10 t184 t194 t214 t21 t72 t148 t46 t10 t17 t203 t49 t134 t140 t186,,,negative,21
t118 t222 t7 t3 t84 t280 t231 t241 t177 t204 t107 t144 t136 t107 t82 t148 t200 t232 t72 t293 t63,,,negative,21
t158 t232 t143 t39 t235 t143 t184 t2 t62 t285 t143 t205 t123 t285 t291 t28 t195 t44 t87 t218 t123 t285,16.0,1.0,positive,22
t199 t115 t232 t181 t87 t269 t250 t30 t68 t3 t15 t103 t196 t15 t3 t220 t148 t31 t152 t276 t123 t285,20.0,1.0,positive,22
t158 t232 t143 t39 t232 t80 t194 t299 t285 t232 t143 t39 t194 t285 t194 t87 t218 t123 t87 t89 t123 t285,13.0,1.0,positive,22
t199 t289 t235 t143 t39 t3 t87 t103 t250 t211 t103 t257 t231 t194 t75 t15 t89 t31 t152 t276 t123 t285,19.0,1.0,positive,22
t158 t232 t143 t184 t294 t27 t173 t267 t194 t87 t0 t116 t31 t183 t12 t145 t71 t51 t122 t276 t123 t285,14.0,1.0,positive,22
t26 t232 t143 t184 t2 t82 t173 t285 t75 t230 t195 t44 t285 t199 t87 t87 t89 t71 t1 t276 t123 t285,12.0,1.0,positive,22
t199 t115 t232 t143 t184 t294 t62 t267 t75 t230 t195 t44 t285 t232 t181 t299 t87 t11 t1 t276 t123 t285,12.0,1.0,positive,22
t199 t115 t232 t143 t282 t88 t264 t34 t252 t280 t267 t219 t195 t44 t285 t232 t181 t299 t87 t11 t123 t285,14.0,1.0,positive,22
t26 t235 t181 t87 t16 t250 t30 t68 t102 t194 t75 t15 t20 t276 t294 t77 t296 t31 t152 t276 t123 t285,19.0,1.0,positive,22
t199 t115 t232 t181 t87 t269 t250 t211 t103 t201 t89 t31 t226 t55 t6 t291 t77 t150 t195 t276 t123 t285,15.0,1.0,positive,22
t1 t134 t85 t33 t272 t45 t253 t168 t11 t40 t156 t290 t59 t93 t176 t8 t30 t81 t85 t33 t112 t91,,,negative,22
t3 t295 t145 t73 t67 t230 t206 t114 t10 t143 t12 t234 t56 t195 t172 t219 t299 t11 t15 t195 t253 t223,,,negative,22
t93 t263 t39 t75 t21 t299 t267 t276 t263 t231 t10 t203 t151 t282 t228 t188 t254 t163 t94 t274 t66 t297,,,negative,22
t80 t66 t282 t28 t186 t73 t145 t288 t115 t229 t120 t194 t2 t13 t278 t230 t143 t103 t279 t230 t17 t29,,,negative,22
t173 t41 t46 t223 t1 t211 t291 t287 t172 t116 t120 t295 t123 t21 t265 t191 t262 t193 t249 t96 t240 t169,,,negative,22
t266 t126 t236 t66 t136 t105 t275 t123 t115 t95 t297 t207 t68 t164 t35 t195 t236 t200 t128 t199 t71 t247,,,negative,22
t27 t41 t188 t85 t185 t81 t177 t175 t199 t265 t264 t12 t210 t132 t188 t140 t186 t253 t172 t132 t161 t134,,,negative,22
t105 t104 t294 t222 t75 t112 t125 t271 t112 t160 t223 t106 t44 t82 t230 t285 t269 t57 t235 t79 t254 t276,,,negative,22
t295 t63 t299 t153 t293 t231 t20 t264 t181 t75 t90 t187 t90 t52 t115 t17 t114 t180 t244 t5 t205 t73,,,negative,22
t50 t39 t105 t196 t218 t195 t253 t191 t50 t156 t264 t294 t80 t75 t4 t32 t149 t182 t166 t160 t236 t51,,,negative,22
t199 t289 t232 t80 t3 t87 t205 t77 t5 t148 t102 t77 t264 t250 t211 t121 t59 t89 t31 t152 t276 t123 t285,16.0,1.0,positive,23
t26 t232 t80 t194 t87 t0 t116 t31 t148 t145 t30 t201 t3 t220 t148 t190 t51 t6 t219 t195 t276 t123 t285,18.0,1.0,positive,23
t199 t289 t232 t143 t282 t149 t99 t96 t12 t267 t232 t80 t143 t205 t123 t285 t219 t195 t44 t87 t218 t123 t285,13.0,1.0,positive,23
t199 t289 t232 t143 t282 t88 t66 t48 t102 t280 t285 t122 t285 t232 t80 t194 t285 t219 t195 t44 t299 t299 t285,14.0,1.0,positive,23
t199 t115 t232 t143 t282 t183 t12 t145 t211 t247 t29 t196 t15 t15 t126 t12 t285 t199 t285 t122 t205 t123 t285,16.0,1.0,positive,23
t158 t232 t143 t282 t150 t56 t153 t285 t219 t195 t44 t285 t235 t181 t280 t87 t0 t116 t31 t152 t276 t123 t285,12.0,1.0,positive,23
t199 t289 t232 t143 t184 t2 t62 t285 t232 t143 t39 t199 t285 t194 t299 t285 t235 t80 t143 t205 t123 t280 t285,14.0,1.0,positive,23
t158 t232 t143 t282 t88 t66 t34 t102 t280 t267 t219 t195 t44 t285 t199 t87 t0 t116 t31 t152 t276 t123 t285,14.0,1.0,positive,23
t158 t232 t143 t282 t149 t99 t196 t122 t126 t15 t126 t12 t267 t235 t80 t194 t280 t285 t199 t87 t11 t123 t285,17.0,1.0,positive,23
t199 t115 t235 t143 t282 t58 t162 t267 t232 t143 t39 t3 t87 t87 t218 t128 t5 t276 t123 t285 t143 t299 t285,17.0,1.0,positive,23
t40 t259 t206 t173 t7 t205 t39 t44 t223 t168 t46 t57 t221 t149 t241 t191 t218 t244 t265 t259 t273 t30 t286,,,negative,23
t204 t244 t122 t29 t48 t105 t163 t82 t56 t152 t128 t50 t72 t162 t216 t283 t67 t223 t138 t186 t81 t13 t98,,,negative,23
t204 t55 t48 t250 t244 t241 t108 t11 t12 t280 t189 t166 t275 t175 t26 t122 t12 t78 t28 t132 t119 t192 t226,,,negative,23
t20 t32 t39 t26 t28 t81 t262 t205 t62 t203 t153 t1 t102 t214 t291 t250 t63 t229 t269 t111 t196 t57 t207,,,negative,23
t218 t283 t250 t77 t207 t67 t13 t188 t57 t269 t171 t41 t229 t291 t145 t120 t160 t144 t124 t87 t257 t79 t203,,,negative,23
t204 t136 t122 t101 t39 t283 t143 t223 t188 t285 t218 t84 t166 t191 t274 t104 t254 t69 t286 t181 t160 t206 t34,,,negative,23
t121 t81 t222 t205 t212 t55 t73 t203 t30 t175 t15 t72 t248 t112 t48 t70 t9 t145 t173 t121 t175 t218 t189,,,negative,23
t76 t223 t182 t41 t198 t89 t34 t13 t296 t191 t160 t230 t75 t12 t6 t118 t266 t1 t107 t162 t203 t126 t108,,,negative,23
t172 t285 t30 t151 t206 t185 t297 t248 t222 t183 t158 t79 t194 t207 t7 t269 t78 t189 t156 t101 t231 t39 t187,,,negative,23
t112 t290 t44 t175 t168 t116 t204 t192 t200 t143 t143 t114 t99 t82 t184 t234 t140 t204 t191 t194 t121 t136 t289,,,negative,23
t158 t235 t80 t122 t285 t122 t87 t295 t31 t3 t43 t137 t51 t276 t11 t196 t122 t126 t15 t289 t244 t276 t123 t285,16.0,1.0,positive,24
t26 t232 t143 t282 t183 t12 t253 t211 t247 t99 t96 t12 t267 t122 t285 t194 t87 t0 t116 t31 t152 t276 t123 t285,15.0,1.0,positive,24
t199 t289 t235 t181 t87 t16 t250 t211 t103 t275 t230 t63 t77 t148 t31 t295 t282 t84 t285 t168 t28 t276 t123 t285,18.0,1.0,positive,24
t26 t232 t143 t39 t143 t285 t199 t87 t87 t269 t250 t30 t275 t89 t31 t152 t276 t161 t291 t99 t198 t276 t123 t285,19.0,1.0,positive,24
t199 t289 t235 t143 t39 t235 t143 t282 t88 t66 t34 t252 t280 t285 t194 t205 t123 t285 t219 t195 t44 t205 t123 t285,19.0,1.0,positive,24
t199 t289 t232 t80 t291 t28 t195 t44 t285 t232 t143 t184 t2 t82 t173 t267 t122 t285 t122 t299 t87 t89 t123 t285,16.0,1.0,positive,24
t199 t289 t232 t143 t282 t148 t253 t211 t247 t99 t96 t12 t285 t194 t285 t291 t77 t150 t195 t44 t87 t11 t123 t285,14.0,1.0,positive,24
t199 t115 t235 t143 t39 t194 t87 t103 t250 t222 t90 t196 t15 t15 t115 t244 t87 t59 t89 t31 t152 t276 t123 t285,19.0,1.0,positive,24
t199 t289 t235 t143 t282 t3 t43 t211 t247 t98 t285 t235 t143 t184 t294 t82 t173 t285 t143 t299 t285 t122 t299 t285,17.0,1.0,positive,24
t199 t115 t235 t181 t87 t0 t116 t31 t15 t196 t22 t207 t234 t12 t169 t196 t15 t15 t29 t88 t3 t276 t123 t285,15.0,1.0,positive,24
t13 t234 t212 t231 t236 t169 t169 t45 t272 t126 t296 t20 t120 t177 t198 t250 t168 t41 t40 t161 t78 t175 t163 t155,,,negative,24
t80 t63 t77 t68 t50 t194 t211 t194 t177 t274 t118 t29 t161 t118 t221 t39 t105 t158 t172 t200 t204 t210 t267 t229,,,negative,24
t90 t219 t12 t161 t273 t163 t27 t65 t3 t241 t201 t126 t216 t144 t177 t77 t105 t66 t263 t124 t29 t188 t55 t253,,,negative,24
t249 t274 t69 t254 t94 t108 t78 t181 t295 t204 t2 t285 t291 t138 t162 t216 t275 t71 t7 t111 t249 t37 t210 t20,,,negative,24
t71 t0 t32 t204 t148 t203 t161 t1 t123 t144 t195 t266 t263 t285 t205 t247 t39 t299 t33 t264 t229 t219 t280 t232,,,negative,24
t151 t282 t244 t293 t221 t51 t84 t58 t186 t140 t149 t22 t69 t189 t158 t285 t32 t1 t22 t62 t94 t95 t228 t40,,,negative,24
t58 t11 t180 t124 t173 t276 t289 t199 t72 t9 t212 t44 t75 t118 t37 t273 t214 t265 t182 t267 t63 t164 t248 t176,,,negative,24
t144 t76 t280 t200 t206 t205 t124 t30 t55 t49 t141 t195 t73 t78 t228 t193 t51 t194 t72 t269 t136 t62 t248 t8,,,negative,24
t72 t22 t285 t37 t145 t5 t291 t182 t56 t7 t41 t294 t46 t262 t216 t283 t173 t21 t200 t104 t156 t78 t44 t295,,,negative,24
t49 t199 t124 t51 t280 t89 t29 t115 t293 t150 t236 t193 t266 t254 t161 t79 t75 t230 t94 t68 t166 t182 t48 t156,,,negative,24
t199 t289 t232 t143 t184 t2 t62 t267 t235 t143 t282 t176 t264 t48 t252 t280 t267 t3 t280 t285 t143 t87 t11 t123 t285,19.0,1.0,positive,25
t26 t235 t181 t87 t295 t31 t3 t222 t244 t211 t247 t289 t286 t234 t12 t169 t196 t122 t126 t15 t289 t244 t276 t123 t285,16.0,1.0,positive,25
t26 t232 t181 t87 t295 t31 t3 t43 t84 t87 t275 t231 t266 t145 t252 t77 t296 t190 t94 t31 t123 t28 t276 t123 t285,20.0,1.0,positive,25
t199 t115 t232 t143 t184 t2 t82 t173 t267 t232 t143 t39 t143 t285 t194 t299 t285 t17 t230 t195 t44 t87 t11 t123 t285,14.0,1.0,positive,25
t26 t235 t143 t39 t143 t87 t269 t250 t193 t252 t148 t75 t87 t68 t3 t15 t103 t196 t15 t89 t31 t152 t276 t123 t285,20.0,1.0,positive,25
t26 t232 t143 t282 t148 t253 t211 t247 t122 t96 t12 t267 t219 t195 t44 t285 t199 t87 t0 t116 t31 t152 t276 t123 t285,14.0,1.0,positive,25
t26 t235 t181 t87 t177 t250 t211 t103 t257 t3 t15 t262 t196 t15 t89 t31 t275 t45 t22 t158 t219 t195 t276 t123 t285,20.0,1.0,positive,25
t158 t232 t143 t39 t235 t143 t39 t232 t80 t199 t285 t194 t299 t285 t75 t230 t195 t44 t299 t285 t235 t181 t280 t280 t285,19.0,1.0,positive,25
t26 t235 t143 t282 t183 t12 t207 t211 t247 t153 t285 t219 t195 t44 t285 t235 t143 t39 t143 t285 t199 t299 t205 t123 t285,15.0,1.0,positive,25
t26 t232 t143 t184 t294 t82 t173 t285 t232 t143 t39 t3 t87 t0 t116 t31 t152 t276 t123 t285 t194 t87 t218 t123 t285,17.0,1.0,positive,25
t4 t289 t64 t132 t235 t128 t39 t81 t193 t55 t128 t163 t57 t134 t35 t46 t123 t31 t105 t262 t118 t185 t2 t122 t226,,,negative,25
t156 t220 t289 t4 t204 t15 t297 t271 t188 t5 t247 t231 t285 t271 t59 t84 t2 t182 t248 t171 t56 t174 t84 t6 t252,,,negative,25
t132 t189 t57 t48 t88 t262 t144 t126 t89 t46 t229 t121 t182 t231 t219 t222 t44 t29 t280 t48 t91 t252 t132 t283 t164,,,negative,25
t77 t126 t57 t297 t17 t249 t195 t234 t104 t214 t31 t9 t267 t172 t143 t118 t163 t257 t286 t116 t150 t149 t187 t63 t254,,,negative,25
t32 t288 t262 t76 t149 t286 t185 t124 t173 t11 t269 t174 t274 t200 t28 t263 t191 t203 t33 t122 t11 t275 t212 t11 t219,,,negative,25
t64 t265 t138 t262 t50 t125 t30 t90 t218 t112 t267 t230 t108 t151 t287 t126 t30 t44 t236 t7 t287 t17 t274 t186 t278,,,negative,25
t4 t289 t186 t21 t254 t149 t10 t66 t65 t98 t119 t55 t228 t253 t105 t12 t153 t210 t111 t121 t282 t263 t266 t124 t31,,,negative,25
t218 t232 t264 t189 t282 t263 t160 t265 t145 t186 t37 t241 t88 t148 t20 t52 t107 t257 t168 t240 t265 t274 t1 t295 t141,,,negative,25
t72 t10 t160 t114 t257 t219 t289 t221 t63 t162 t236 t143 t4 t153 t196 t33 t272 t143 t59 t186 t119 t206 t195 t290 t155,,,negative,25
t118 t266 t175 t21 t35 t162 t299 t65 t299 t51 t148 t185 t162 t121 t91 t188 t144 t82 t253 t90 t198 t106 t164 t247 t106,,,negative,25
t199 t115 t235 t181 t87 t177 t250 t211 t103 t68 t231 t266 t79 t75 t15 t230 t63 t77 t148 t31 t136 t144 t11 t276 t123 t285,20.0,1.0,positive,26
t26 t235 t143 t184 t294 t27 t173 t285 t232 t80 t143 t299 t285 t232 t80 t235 t181 t87 t11 t123 t285 t122 t299 t205 t123 t285,17.0,1.0,positive,26
t26 t232 t143 t184 t2 t62 t285 t143 t87 t87 t11 t128 t198 t148 t75 t196 t250 t84 t87 t275 t89 t31 t152 t276 t123 t285,16.0,1.0,positive,26
t26 t232 t80 t232 t143 t184 t2 t27 t173 t267 t235 t181 t280 t285 t232 t181 t280 t280 t285 t219 t195 t44 t87 t11 t123 t285,17.0,1.0,positive,26
t199 t289 t235 t143 t184 t2 t27 t173 t285 t232 t181 t87 t218 t123 t285 t232 t181 t87 t87 t218 t77 t5 t276 t123 t299 t285,16.0,1.0,positive,26
t199 t289 t232 t143 t282 t149 t153 t285 t143 t285 t235 t143 t39 t291 t77 t150 t195 t44 t285 t232 t181 t299 t205 t123 t299 t285,17.0,1.0,positive,26
t158 t232 t143 t184 t294 t62 t267 t194 t285 t232 t143 t184 t2 t82 t173 t285 t194 t285 t291 t77 t150 t195 t44 t280 t299 t285,16.0,1.0,positive,26
t199 t115 t232 t80 t232 t143 t184 t2 t62 t285 t219 t195 t44 t285 t122 t299 t285 t232 t143 t39 t143 t299 t87 t11 t123 t285,16.0,1.0,positive,26
t199 t115 t232 t80 t232 t181 t280 t285 t235 t143 t282 t88 t247 t291 t280 t267 t122 t285 t291 t77 t150 t195 t44 t299 t299 t285,17.0,1.0,positive,26
t158 t235 t181 t87 t103 t250 t211 t121 t201 t3 t282 t276 t94 t204 t143 t185 t276 t66 t275 t196 t148 t31 t152 t276 t123 t285,23.0,1.0,positive,26
t192 t89 t140 t66 t278 t203 t107 t98 t234 t211 t13 t69 t32 t153 t275 t89 t16 t279 t79 t57 t265 t35 t230 t51 t20 t138,,,negative,26
t241 t149 t273 t15 t259 t293 t216 t61 t156 t236 t168 t87 t111 t31 t203 t85 t267 t184 t95 t192 t276 t15 t57 t156 t156 t163,,,negative,26
t259 t64 t216 t241 t206 t241 t120 t106 t222 t222 t37 t89 t183 t12 t249 t4 t39 t26 t96 t5 t52 t31 t214 t279 t216 t259,,,negative,26
t118 t71 t98 t29 t151 t279 t244 t144 t283 t121 t111 t71 t158 t194 t102 t12 t55 t20 t41 t132 t228 t136 t136 t275 t143 t17,,,negative,26
t185 t114 t8 t96 t10 t183 t12 t48 t267 t72 t51 t152 t286 t91 t120 t297 t144 t21 t186 t244 t149 t280 t183 t95 t73 t57,,,negative,26
t247 t249 t257 t190 t190 t262 t5 t82 t187 t186 t125 t118 t269 t265 t88 t134 t63 t91 t283 t153 t94 t253 t136 t214 t96 t98,,,negative,26
t6 t101 t169 t148 t68 t34 t239 t134 t253 t186 t41 t231 t33 t102 t5 t210 t150 t174 t263 t206 t81 t2 t84 t266 t148 t240,,,negative,26
t44 t88 t254 t234 t101 t35 t88 t158 t200 t5 t150 t58 t172 t282 t29 t34 t11 t231 t121 t8 t278 t271 t254 t219 t48 t41,,,negative,26
t187 t89 t193 t102 t134 t107 t2 t152 t299 t41 t93 t293 t185 t6 t216 t143 t66 t55 t96 t120 t66 t30 t278 t7 t204 t2,,,negative,26
t45 t206 t15 t296 t132 t90 t280 t99 t123 t136 t265 t39 t248 t118 t177 t28 t136 t2 t78 t193 t32 t11 t247 t69 t52 t218,,,negative,26
t199 t115 t232 t143 t282 t58 t153 t285 t17 t230 t195 t44 t285 t235 t143 t184 t294 t62 t267 t232 t181 t280 t285 t194 t299 t299 t285,15.0,1.0,positive,27
t158 t232 t80 t232 t181 t87 t295 t31 t148 t207 t211 t247 t289 t276 t11 t196 t122 t126 t15 t289 t244 t276 t123 t285 t194 t299 t285,21.0,1.0,positive,27
t199 t289 t232 t181 t87 t177 t250 t211 t103 t257 t231 t266 t145 t17 t230 t195 t196 t15 t15 t77 t15 t89 t31 t152 t276 t123 t285,22.0,1.0,positive,27
t158 t235 t181 t87 t103 t250 t211 t121 t257 t3 t15 t140 t43 t171 t182 t2 t276 t66 t216 t196 t15 t89 t31 t152 t276 t123 t285,27.0,1.0,positive,27
t26 t232 t181 t87 t87 t0 t116 t31 t295 t39 t168 t220 t218 t262 t84 t169 t196 t15 t15 t122 t101 t276 t77 t5 t276 t123 t285,19.0,1.0,positive,27
t26 t235 t181 t87 t16 t250 t87 t183 t89 t177 t87 t257 t102 t194 t219 t195 t196 t15 t15 t77 t15 t89 t31 t152 t276 t123 t285,22.0,1.0,positive,27
t199 t115 t235 t143 t39 t194 t87 t295 t31 t58 t289 t220 t218 t140 t230 t66 t216 t84 t169 t196 t15 t15 t122 t101 t276 t123 t285,18.0,1.0,positive,27
t26 t232 t143 t39 t143 t87 t177 t250 t30 t201 t102 t194 t252 t77 t296 t31 t3 t273 t148 t244 t211 t247 t289 t122 t276 t123 t285,18.0,1.0,positive,27
t158 t232 t143 t282 t3 t282 t39 t136 t294 t122 t96 t105 t12 t244 t211 t247 t122 t196 t122 t126 t15 t126 t12 t285 t3 t299 t285,21.0,1.0,positive,27
t199 t289 t235 t143 t39 t194 t87 t177 t250 t30 t59 t230 t75 t296 t31 t183 t12 t207 t43 t94 t31 t123 t144 t11 t276 t123 t285,17.0,1.0,positive,27
t31 t297 t171 t193 t72 t105 t184 t48 t21 t123 t98 t128 t162 t102 t287 t297 t289 t59 t124 t282 t78 t55 t240 t218 t115 t141 t171,,,negative,27
t215 t278 t108 t59 t176 t173 t114 t262 t66 t231 t107 t296 t57 t247 t186 t21 t214 t279 t13 t136 t137 t144 t191 t101 t121 t93 t51,,,negative,27
t283 t94 t274 t138 t105 t152 t115 t162 t67 t299 t169 t67 t33 t31 t231 t228 t73 t271 t30 t150 t252 t111 t27 t231 t6 t112 t132,,,negative,27
t28 t46 t274 t52 t248 t257 t190 t21 t163 t191 t192 t188 t87 t56 t271 t29 t155 t90 t84 t290 t103 t183 t120 t6 t192 t82 t107,,,negative,27
t216 t85 t169 t266 t118 t204 t63 t295 t28 t198 t57 t48 t285 t289 t7 t223 t248 t9 t232 t214 t293 t2 t95 t123 t229 t8 t126,,,negative,27
t273 t0 t33 t295 t77 t43 t119 t44 t215 t44 t29 t57 t232 t78 t186 t8 t59 t293 t215 t0 t81 t44 t210 t106 t205 t191 t168,,,negative,27
t164 t211 t172 t90 t188 t186 t5 t15 t210 t96 t34 t274 t264 t163 t231 t79 t239 t67 t266 t206 t27 t195 t291 t299 t220 t196 t8,,,negative,27
t252 t136 t51 t125 t29 t87 t236 t87 t240 t125 t112 t39 t124 t162 t138 t62 t82 t259 t56 t195 t137 t164 t66 t122 t187 t112 t160,,,negative,27
t161 t211 t43 t104 t283 t174 t67 t222 t204 t34 t254 t20 t15 t16 t257 t34 t169 t205 t215 t134 t91 t112 t151 t58 t275 t28 t58,,,negative,27
t63 t67 t79 t105 t10 t181 t103 t271 t160 t98 t289 t94 t290 t231 t115 t35 t56 t282 t160 t254 t101 t63 t196 t0 t276 t185 t276,,,negative,27
t199 t115 t235 t143 t39 t235 t143 t282 t149 t162 t267 t199 t285 t199 t205 t123 t285 t219 t195 t44 t87 t87 t11 t128 t1 t276 t123 t285,16.0,1.0,positive,28
t158 t235 t181 t87 t11 t5 t236 t62 t291 t294 t77 t30 t151 t250 t211 t103 t201 t102 t5 t183 t63 t77 t148 t31 t152 t276 t123 t285,19.0,1.0,positive,28
