sample,mean_parse_height,num_parses,type,length
t111 t104 t120 t27 t84 t11 t174 t141 t158 t81 t12 t140 t102 t104 t120 t168 t179 t54 t140,11.0,1.0,positive,19
t9 t161 t181 t168 t115 t75 t57 t112 t83 t110 t141 t59 t104 t139 t104 t54 t120 t12 t182,,,negative,19
t27 t125 t185 t43 t1 t150 t21 t183 t9 t112 t149 t12 t155 t19 t55 t64 t105 t179 t84,,,negative,19
t190 t16 t114 t177 t85 t147 t131 t170 t179 t12 t1 t104 t38 t179 t41 t53 t24 t132 t178,,,negative,19
t41 t158 t70 t102 t21 t125 t150 t177 t74 t24 t2 t197 t147 t57 t91 t171 t69 t194 t54,,,negative,19
t34 t185 t44 t168 t192 t128 t173 t104 t25 t25 t170 t105 t140 t197 t74 t139 t91 t112 t11,,,negative,19
t102 t175 t25 t9 t79 t132 t162 t105 t197 t192 t143 t185 t175 t70 t40 t41 t155 t11 t153,,,negative,19
t84 t19 t149 t81 t192 t183 t143 t158 t182 t74 t64 t16 t177 t97 t91 t2 t40 t112 t11,,,negative,19
t70 t197 t192 t155 t192 t190 t24 t80 t59 t11 t158 t162 t149 t143 t38 t25 t57 t101 t55,,,negative,19
t81 t1 t59 t92 t162 t173 t196 t162 t64 t43 t55 t140 t139 t84 t82 t25 t139 t80 t34,,,negative,19
t38 t197 t41 t102 t101 t158 t141 t181 t171 t55 t150 t37 t143 t168 t181 t34 t110 t131 t70,,,negative,19
t75 t104 t170 t27 t11 t11 t132 t175 t102 t27 t192 t12 t155 t132 t38 t12 t140 t102 t153 t24,11.0,1.0,positive,20
t75 t104 t170 t27 t28 t150 t64 t59 t44 t97 t174 t141 t158 t9 t150 t131 t170 t140 t102 t53,13.0,1.0,positive,20
t75 t105 t40 t155 t149 t182 t27 t84 t97 t173 t132 t128 t79 t141 t158 t81 t12 t140 t102 t70,13.0,1.0,positive,20
t111 t105 t132 t21 t27 t41 t11 t82 t104 t120 t168 t131 t97 t25 t141 t175 t102 t27 t137 t34,15.0,1.0,positive,20
t111 t104 t120 t27 t137 t104 t120 t27 t40 t11 t132 t158 t9 t37 t131 t170 t140 t102 t53 t69,15.0,1.0,positive,20
t111 t105 t132 t21 t112 t27 t28 t150 t74 t170 t11 t149 t38 t150 t131 t170 t140 t102 t143 t190,13.0,1.0,positive,20
t111 t104 t120 t27 t28 t12 t97 t132 t158 t81 t12 t140 t102 t178 t179 t173 t177 t175 t45 t147,10.0,1.0,positive,20
t111 t105 t192 t150 t43 t194 t74 t185 t97 t97 t132 t101 t53 t141 t182 t27 t137 t1 t131 t153,11.0,1.0,positive,20
t111 t105 t28 t37 t64 t74 t44 t11 t149 t182 t27 t40 t155 t132 t38 t12 t140 t102 t1 t69,11.0,1.0,positive,20
t75 t105 t183 t141 t143 t115 t27 t28 t12 t155 t132 t158 t9 t12 t140 t102 t104 t170 t57 t69,10.0,1.0,positive,20
t101 t147 t1 t110 t161 t197 t132 t183 t192 t111 t27 t155 t185 t16 t146 t25 t147 t140 t158 t140,,,negative,20
t64 t120 t24 t16 t37 t128 t114 t81 t43 t140 t1 t21 t171 t185 t174 t12 t24 t55 t82 t97,,,negative,20
t82 t85 t143 t89 t45 t83 t146 t101 t102 t84 t190 t40 t139 t155 t132 t34 t161 t79 t159 t85,,,negative,20
t82 t105 t159 t89 t112 t75 t75 t110 t168 t25 t161 t110 t161 t173 t171 t43 t147 t21 t16 t57,,,negative,20
t155 t74 t110 t38 t149 t30 t120 t85 t182 t9 t149 t80 t111 t177 t178 t82 t81 t54 t45 t110,,,negative,20
t112 t82 t74 t35 t83 t27 t147 t175 t153 t74 t153 t84 t175 t28 t27 t84 t64 t196 t92 t185,,,negative,20
t175 t102 t162 t27 t131 t183 t28 t105 t38 t12 t24 t21 t81 t85 t21 t158 t91 t161 t168 t192,,,negative,20
t132 t54 t178 t70 t38 t70 t35 t69 t175 t43 t54 t194 t82 t146 t153 t21 t85 t175 t177 t170,,,negative,20
t57 t150 t175 t146 t91 t175 t197 t174 t128 t155 t179 t150 t137 t185 t194 t80 t141 t35 t158 t125,,,negative,20
t131 t125 t171 t83 t45 t45 t37 t111 t155 t91 t24 t44 t89 t28 t155 t174 t105 t59 t83 t104,,,negative,20
t111 t105 t149 t92 t27 t192 t12 t155 t181 t112 t34 t141 t158 t81 t12 t140 t102 t27 t137 t57 t120,13.0,1.0,positive,21
t75 t105 t40 t155 t149 t196 t27 t40 t173 t181 t112 t2 t141 t38 t37 t131 t120 t140 t102 t1 t69,13.0,1.0,positive,21
t111 t105 t41 t173 t132 t182 t27 t41 t155 t132 t38 t150 t59 t170 t140 t102 t112 t155 t41 t97 t132,12.0,1.0,positive,21
t75 t105 t173 t183 t141 t101 t112 t2 t141 t114 t115 t27 t40 t173 t183 t141 t146 t12 t140 t102 t53,11.0,1.0,positive,21
t111 t105 t40 t97 t181 t70 t141 t182 t27 t84 t173 t132 t158 t9 t12 t140 t102 t104 t120 t57 t69,10.0,1.0,positive,21
t111 t105 t28 t12 t11 t155 t181 t70 t141 t155 t178 t69 t141 t182 t27 t137 t104 t170 t112 t70 t69,13.0,1.0,positive,21
t111 t105 t192 t55 t131 t120 t11 t132 t182 t27 t11 t173 t132 t158 t9 t55 t131 t120 t140 t102 t70,12.0,1.0,positive,21
t75 t105 t132 t114 t115 t27 t40 t97 t149 t158 t81 t55 t43 t140 t64 t139 t183 t30 t140 t102 t70,16.0,1.0,positive,21
t111 t105 t41 t155 t173 t173 t82 t1 t179 t21 t140 t85 t141 t128 t45 t141 t147 t79 t141 t196 t57,20.0,1.0,positive,21
t75 t105 t11 t155 t181 t105 t192 t55 t43 t91 t59 t44 t11 t149 t182 t112 t70 t69 t141 t182 t168,19.0,1.0,positive,21
t137 t120 t162 t9 t45 t132 t178 t112 t159 t45 t92 t34 t143 t147 t55 t159 t41 t92 t79 t131 t55,,,negative,21
t102 t102 t25 t2 t74 t111 t132 t27 t79 t28 t102 t131 t80 t111 t92 t45 t111 t190 t171 t194 t114,,,negative,21
t44 t92 t158 t38 t196 t64 t80 t30 t40 t112 t89 t38 t83 t155 t101 t168 t146 t82 t185 t101 t25,,,negative,21
t178 t53 t114 t16 t44 t194 t168 t1 t158 t168 t21 t97 t21 t128 t41 t105 t128 t16 t168 t131 t57,,,negative,21
t171 t69 t170 t147 t181 t161 t149 t137 t143 t81 t120 t141 t196 t85 t179 t91 t85 t194 t149 t168 t181,,,negative,21
t104 t120 t69 t141 t81 t143 t162 t45 t57 t34 t171 t120 t181 t175 t25 t64 t115 t92 t185 t141 t137,,,negative,21
t170 t41 t140 t182 t75 t75 t150 t85 t143 t175 t140 t147 t139 t120 t40 t81 t104 t170 t37 t149 t137,,,negative,21
t168 t110 t80 t25 t153 t112 t131 t143 t162 t181 t80 t141 t69 t139 t131 t55 t177 t192 t84 t40 t12,,,negative,21
t194 t92 t54 t132 t69 t185 t147 t175 t81 t82 t34 t161 t1 t89 t175 t16 t37 t35 t162 t97 t196,,,negative,21
t137 t70 t89 t89 t162 t128 t85 t143 t21 t161 t185 t190 t197 t43 t89 t44 t79 t27 t41 t147 t111,,,negative,21
t75 t105 t11 t11 t174 t141 t182 t27 t40 t97 t155 t149 t147 t45 t141 t158 t9 t12 t140 t102 t1 t69,13.0,1.0,positive,22
t75 t105 t132 t21 t27 t192 t12 t97 t149 t175 t102 t27 t11 t155 t149 t158 t81 t12 t140 t102 t57 t28,11.0,1.0,positive,22
t111 t105 t11 t155 t173 t183 t141 t128 t79 t141 t147 t45 t141 t147 t79 t141 t21 t112 t27 t137 t114 t190,16.0,1.0,positive,22
t75 t105 t84 t11 t181 t27 t192 t150 t59 t170 t11 t149 t158 t81 t12 t140 t102 t57 t19 t141 t196 t57,18.0,1.0,positive,22
t75 t105 t132 t21 t27 t28 t150 t43 t140 t43 t170 t16 t155 t110 t183 t131 t44 t11 t149 t175 t102 t53,18.0,1.0,positive,22
t111 t105 t40 t173 t82 t27 t28 t55 t59 t170 t11 t132 t175 t102 t34 t141 t182 t112 t178 t131 t54 t140,18.0,1.0,positive,22
t111 t104 t170 t27 t84 t11 t149 t38 t55 t74 t170 t140 t102 t105 t149 t21 t168 t131 t70 t140 t178 t81,12.0,1.0,positive,22
t111 t105 t149 t21 t27 t28 t55 t43 t140 t64 t16 t173 t35 t183 t59 t44 t173 t183 t141 t175 t102 t53,18.0,1.0,positive,22
t111 t105 t11 t149 t101 t105 t192 t55 t59 t170 t11 t183 t141 t196 t57 t131 t173 t25 t141 t114 t115 t57,17.0,1.0,positive,22
t75 t105 t41 t11 t183 t141 t196 t27 t84 t11 t132 t175 t102 t105 t11 t11 t132 t196 t168 t131 t155 t128,11.0,1.0,positive,22
t155 t143 t11 t24 t80 t178 t105 t57 t196 t183 t161 t161 t82 t1 t143 t111 t91 t179 t27 t185 t11 t149,,,negative,22
t28 t170 t177 t40 t101 t175 t97 t12 t24 t37 t112 t174 t120 t25 t28 t41 t111 t143 t35 t27 t140 t53,,,negative,22
t143 t177 t43 t110 t175 t155 t97 t81 t162 t28 t9 t43 t162 t111 t24 t178 t125 t83 t140 t155 t89 t132,,,negative,22
t141 t55 t115 t24 t125 t25 t141 t132 t110 t16 t150 t140 t105 t196 t30 t102 t181 t162 t28 t97 t181 t28,,,negative,22
t197 t45 t70 t147 t161 t182 t149 t147 t112 t89 t178 t55 t54 t82 t75 t177 t141 t143 t81 t131 t55 t30,,,negative,22
t161 t75 t97 t155 t102 t182 t81 t70 t92 t38 t141 t53 t140 t9 t125 t57 t181 t44 t101 t74 t177 t177,,,negative,22
t53 t30 t190 t30 t174 t85 t104 t146 t59 t190 t59 t45 t128 t120 t40 t97 t112 t147 t82 t11 t120 t150,,,negative,22
t112 t159 t80 t81 t141 t91 t69 t2 t9 t21 t105 t146 t128 t143 t168 t69 t28 t194 t183 t69 t91 t9,,,negative,22
t41 t92 t28 t40 t141 t190 t128 t171 t53 t137 t139 t140 t97 t132 t105 t12 t173 t128 t140 t111 t158 t102,,,negative,22
t182 t82 t173 t190 t80 t197 t175 t28 t168 t190 t45 t153 t146 t80 t168 t70 t128 t91 t74 t185 t97 t104,,,negative,22
t75 t105 t11 t173 t149 t196 t27 t40 t155 t181 t70 t141 t175 t102 t105 t41 t155 t149 t182 t168 t179 t54 t161,12.0,1.0,positive,23
t111 t105 t41 t97 t149 t182 t27 t11 t11 t149 t158 t9 t150 t64 t131 t44 t140 t102 t104 t170 t57 t183 t153,13.0,1.0,positive,23
t111 t105 t40 t155 t183 t141 t182 t27 t192 t37 t43 t91 t30 t11 t149 t158 t81 t150 t74 t120 t140 t102 t70,13.0,1.0,positive,23
t75 t105 t11 t173 t132 t196 t27 t84 t173 t181 t70 t141 t38 t12 t140 t102 t27 t11 t173 t149 t175 t102 t2,12.0,1.0,positive,23
t75 t104 t170 t27 t28 t12 t97 t149 t38 t150 t59 t120 t140 t102 t27 t84 t173 t149 t38 t12 t140 t102 t2,12.0,1.0,positive,23
t111 t104 t170 t112 t105 t183 t141 t92 t27 t11 t173 t181 t70 t141 t38 t12 t140 t102 t27 t137 t153 t197 t69,15.0,1.0,positive,23
t111 t105 t84 t155 t149 t196 t27 t11 t173 t155 t132 t147 t79 t141 t175 t102 t104 t120 t168 t131 t70 t161 t85,13.0,1.0,positive,23
t111 t105 t181 t70 t141 t21 t27 t192 t150 t64 t131 t185 t97 t183 t141 t158 t9 t37 t131 t170 t140 t102 t70,13.0,1.0,positive,23
t111 t105 t132 t92 t112 t105 t192 t55 t59 t170 t155 t183 t141 t182 t112 t112 t120 t25 t40 t11 t183 t141 t69,13.0,1.0,positive,23
t111 t104 t120 t27 t40 t173 t149 t175 t102 t27 t192 t12 t11 t149 t38 t12 t140 t102 t120 t25 t41 t97 t149,11.0,1.0,positive,23
t174 t139 t140 t105 t1 t149 t132 t37 t38 t80 t44 t12 t175 t16 t69 t158 t53 t16 t43 t101 t182 t44 t2,,,negative,23
t128 t162 t128 t132 t111 t192 t174 t97 t196 t1 t27 t59 t12 t44 t146 t34 t179 t153 t110 t174 t30 t128 t82,,,negative,23
t43 t149 t141 t2 t34 t139 t19 t112 t44 t115 t74 t44 t27 t35 t34 t85 t79 t27 t149 t1 t69 t19 t112,,,negative,23
t38 t75 t9 t1 t97 t170 t177 t178 t2 t11 t89 t9 t104 t177 t97 t114 t41 t171 t158 t155 t185 t16 t54,,,negative,23
t53 t70 t9 t104 t183 t175 t197 t82 t25 t75 t132 t74 t40 t177 t149 t97 t24 t183 t40 t11 t149 t181 t44,,,negative,23
t1 t27 t2 t97 t104 t140 t81 t114 t34 t53 t179 t28 t147 t84 t178 t139 t16 t190 t19 t161 t181 t85 t143,,,negative,23
t159 t97 t37 t27 t19 t177 t70 t70 t19 t54 t192 t2 t158 t24 t132 t170 t140 t177 t110 t197 t28 t150 t27,,,negative,23
t110 t57 t141 t70 t101 t97 t155 t182 t131 t178 t19 t41 t85 t175 t24 t2 t174 t74 t1 t12 t196 t30 t81,,,negative,23
t146 t35 t170 t101 t55 t162 t79 t174 t2 t155 t196 t114 t41 t24 t27 t173 t175 t194 t111 t155 t37 t1 t111,,,negative,23
t178 t59 t190 t59 t57 t146 t75 t155 t9 t178 t196 t16 t21 t84 t2 t16 t30 t101 t2 t89 t84 t97 t114,,,negative,23
t111 t105 t82 t112 t143 t190 t141 t92 t27 t84 t11 t149 t38 t12 t140 t102 t105 t149 t92 t112 t70 t183 t54 t161,10.0,1.0,positive,24
t75 t104 t170 t27 t41 t11 t149 t175 t102 t27 t28 t37 t74 t170 t97 t149 t158 t81 t37 t64 t30 t140 t102 t34,13.0,1.0,positive,24
t75 t105 t84 t11 t82 t27 t137 t114 t190 t141 t196 t27 t137 t27 t28 t12 t97 t132 t38 t12 t140 t102 t143 t190,12.0,1.0,positive,24
t75 t105 t132 t92 t27 t137 t27 t11 t11 t132 t146 t55 t64 t30 t140 t102 t155 t28 t55 t64 t131 t185 t97 t132,13.0,1.0,positive,24
t75 t105 t155 t181 t27 t11 t11 t174 t141 t158 t9 t55 t74 t170 t140 t102 t143 t190 t141 t128 t79 t141 t21 t168,19.0,1.0,positive,24
t75 t105 t41 t97 t132 t196 t27 t84 t173 t149 t38 t55 t43 t140 t43 t91 t75 t111 t35 t54 t30 t140 t102 t70,18.0,1.0,positive,24
t111 t104 t170 t27 t137 t27 t192 t12 t11 t132 t158 t9 t37 t43 t140 t64 t139 t183 t74 t44 t140 t102 t153 t24,17.0,1.0,positive,24
t75 t104 t120 t27 t11 t155 t149 t38 t37 t59 t170 t140 t102 t27 t28 t12 t11 t132 t146 t12 t140 t102 t153 t24,12.0,1.0,positive,24
t111 t105 t149 t143 t115 t27 t40 t11 t132 t158 t81 t12 t140 t102 t27 t41 t11 t181 t70 t141 t175 t102 t153 t197,13.0,1.0,positive,24
t75 t105 t41 t97 t97 t132 t155 t53 t141 t196 t27 t28 t37 t59 t120 t155 t174 t141 t175 t102 t104 t170 t57 t69,12.0,1.0,positive,24
t30 t190 t173 t75 t64 t141 t70 t158 t115 t9 t45 t59 t173 t104 t37 t171 t149 t190 t1 t21 t190 t155 t40 t143,,,negative,24
t35 t53 t140 t194 t194 t83 t114 t159 t143 t81 t114 t149 t146 t177 t75 t2 t55 t131 t81 t41 t173 t89 t44 t81,,,negative,24
t171 t143 t153 t30 t178 t35 t101 t175 t69 t174 t30 t105 t141 t149 t175 t150 t11 t125 t2 t79 t155 t125 t54 t28,,,negative,24
t57 t40 t150 t137 t85 t83 t114 t102 t75 t89 t89 t75 t111 t2 t125 t182 t137 t74 t55 t171 t112 t158 t28 t114,,,negative,24
t79 t194 t101 t102 t111 t147 t102 t16 t155 t140 t59 t1 t2 t24 t27 t44 t194 t153 t16 t75 t175 t9 t45 t111,,,negative,24
t44 t80 t140 t81 t2 t170 t179 t115 t44 t149 t1 t111 t91 t147 t41 t143 t81 t173 t55 t16 t41 t114 t194 t125,,,negative,24
t19 t81 t161 t178 t83 t153 t175 t110 t192 t120 t112 t19 t74 t35 t2 t179 t137 t175 t171 t25 t97 t101 t171 t158,,,negative,24
t162 t82 t115 t80 t2 t59 t178 t146 t44 t79 t137 t83 t125 t178 t149 t92 t91 t171 t102 t92 t89 t174 t19 t128,,,negative,24
t53 t25 t30 t45 t27 t41 t175 t79 t194 t16 t44 t112 t2 t194 t115 t69 t171 t35 t105 t125 t11 t12 t168 t140,,,negative,24
t161 t24 t111 t40 t194 t85 t2 t74 t91 t197 t37 t110 t175 t110 t92 t178 t41 t112 t178 t182 t16 t120 t147 t114,,,negative,24
t111 t105 t28 t37 t74 t120 t97 t183 t141 t182 t27 t11 t173 t149 t158 t9 t150 t43 t194 t74 t185 t140 t102 t178 t69,13.0,1.0,positive,25
t111 t104 t120 t27 t137 t104 t120 t27 t137 t105 t40 t173 t149 t182 t57 t69 t131 t155 t177 t158 t81 t12 t140 t79 t128,14.0,1.0,positive,25
t75 t105 t40 t155 t97 t173 t82 t27 t40 t97 t132 t175 t102 t57 t28 t141 t120 t25 t53 t141 t128 t45 t141 t182 t57,22.0,1.0,positive,25
t111 t105 t40 t97 t181 t105 t173 t174 t141 t170 t25 t53 t141 t114 t115 t112 t1 t183 t11 t171 t69 t141 t182 t112 t70,18.0,1.0,positive,25
t111 t105 t192 t12 t97 t149 t182 t27 t84 t97 t132 t158 t9 t37 t64 t131 t44 t140 t102 t112 t101 t28 t12 t155 t149,13.0,1.0,positive,25
t75 t104 t120 t27 t11 t11 t132 t175 t102 t105 t84 t173 t174 t141 t182 t27 t41 t11 t149 t38 t12 t140 t102 t70 t69,13.0,1.0,positive,25
t111 t104 t120 t27 t84 t11 t97 t174 t141 t170 t25 t178 t69 t141 t38 t55 t43 t170 t30 t140 t102 t178 t131 t183 t161,14.0,1.0,positive,25
t75 t105 t192 t12 t155 t181 t112 t153 t24 t141 t182 t112 t105 t40 t155 t149 t182 t112 t105 t132 t114 t115 t168 t69 t69,13.0,1.0,positive,25
t111 t104 t170 t27 t40 t155 t82 t70 t141 t175 t102 t27 t28 t150 t64 t30 t11 t174 t141 t158 t81 t12 t140 t102 t2,13.0,1.0,positive,25
t75 t105 t40 t173 t174 t141 t182 t27 t41 t97 t149 t38 t150 t59 t120 t140 t102 t27 t41 t155 t132 t175 t102 t153 t197,12.0,1.0,positive,25
t97 t183 t114 t40 t34 t140 t43 t84 t64 t147 t44 t34 t181 t177 t139 t105 t183 t132 t162 t196 t43 t2 t57 t147 t104,,,negative,25
t102 t38 t70 t175 t114 t182 t150 t2 t85 t185 t158 t45 t34 t173 t92 t112 t34 t139 t19 t82 t69 t173 t74 t11 t41,,,negative,25
t110 t53 t182 t101 t120 t2 t132 t1 t53 t89 t161 t161 t53 t19 t85 t91 t91 t91 t24 t158 t43 t171 t125 t104 t175,,,negative,25
t28 t174 t9 t44 t35 t54 t190 t197 t131 t9 t38 t178 t128 t19 t54 t53 t16 t1 t179 t197 t178 t131 t80 t177 t132,,,negative,25
t79 t30 t174 t177 t64 t105 t11 t159 t16 t110 t143 t85 t102 t174 t112 t139 t83 t159 t82 t140 t43 t147 t139 t53 t115,,,negative,25
t168 t25 t197 t149 t162 t182 t185 t137 t91 t178 t183 t40 t137 t69 t9 t155 t24 t125 t59 t153 t1 t155 t190 t85 t59,,,negative,25
t27 t190 t28 t114 t35 t74 t137 t81 t80 t28 t197 t74 t21 t55 t181 t84 t43 t150 t110 t150 t45 t40 t85 t183 t40,,,negative,25
t57 t159 t190 t147 t159 t70 t170 t11 t114 t104 t111 t115 t139 t192 t11 t40 t178 t132 t54 t183 t155 t1 t158 t75 t85,,,negative,25
t28 t53 t21 t112 t81 t178 t182 t177 t102 t41 t89 t105 t97 t21 t53 t125 t147 t91 t97 t40 t21 t181 t111 t64 t159,,,negative,25
t125 t84 t141 t140 t146 t28 t44 t79 t132 t1 t70 t158 t140 t178 t19 t40 t55 t140 t27 t131 t190 t149 t55 t38 t170,,,negative,25
t111 t105 t41 t155 t11 t149 t170 t25 t105 t41 t155 t173 t174 t141 t170 t25 t53 t141 t182 t57 t131 t54 t80 t141 t182 t168,21.0,1.0,positive,26
t111 t105 t181 t27 t28 t12 t97 t82 t70 t141 t158 t81 t12 t140 t102 t170 t25 t40 t11 t181 t53 t141 t141 t21 t112 t53,16.0,1.0,positive,26
t111 t105 t40 t97 t155 t132 t128 t79 t141 t196 t112 t27 t28 t37 t59 t170 t97 t155 t183 t141 t147 t45 t141 t175 t102 t34,15.0,1.0,positive,26
t75 t105 t149 t21 t27 t11 t97 t149 t38 t37 t59 t120 t140 t102 t27 t40 t97 t11 t132 t147 t45 t141 t175 t102 t153 t24,14.0,1.0,positive,26
t111 t104 t170 t27 t28 t12 t97 t11 t173 t132 t120 t25 t178 t183 t57 t128 t85 t141 t101 t70 t141 t38 t12 t140 t102 t53,20.0,1.0,positive,26
t75 t105 t97 t149 t155 t27 t84 t155 t132 t38 t37 t64 t30 t140 t102 t120 t25 t28 t55 t131 t120 t97 t149 t141 t21 t168,17.0,1.0,positive,26
t75 t105 t181 t53 t141 t143 t115 t27 t11 t173 t11 t181 t178 t179 t153 t141 t128 t45 t141 t146 t12 t140 t102 t112 t114 t190,17.0,1.0,positive,26
t75 t104 t170 t27 t137 t27 t40 t155 t173 t181 t27 t137 t34 t141 t101 t1 t69 t141 t158 t81 t150 t74 t120 t140 t102 t34,18.0,1.0,positive,26
t75 t105 t11 t155 t132 t196 t112 t105 t11 t173 t82 t70 t141 t196 t27 t84 t173 t132 t175 t102 t27 t137 t114 t190 t183 t153,13.0,1.0,positive,26
t75 t104 t120 t27 t137 t104 t120 t27 t41 t97 t183 t141 t146 t12 t140 t102 t112 t120 t25 t41 t155 t132 t183 t57 t128 t85,14.0,1.0,positive,26
t179 t181 t43 t11 t104 t177 t197 t111 t2 t196 t125 t153 t177 t91 t80 t30 t143 t79 t83 t125 t16 t24 t174 t25 t74 t40,,,negative,26
t171 t75 t101 t105 t194 t28 t25 t30 t16 t182 t183 t115 t102 t30 t92 t38 t192 t194 t38 t125 t182 t53 t132 t132 t9 t70,,,negative,26
t110 t178 t89 t153 t59 t21 t183 t190 t114 t149 t1 t12 t174 t53 t120 t105 t190 t155 t102 t19 t170 t83 t185 t45 t70 t89,,,negative,26
t84 t34 t149 t128 t81 t131 t41 t150 t19 t173 t102 t150 t1 t80 t1 t161 t153 t105 t192 t9 t80 t85 t140 t115 t24 t196,,,negative,26
t171 t79 t153 t81 t179 t45 t84 t2 t153 t102 t28 t45 t80 t25 t83 t174 t83 t110 t132 t101 t115 t159 t38 t79 t168 t159,,,negative,26
t159 t81 t35 t137 t25 t97 t194 t131 t40 t43 t147 t55 t69 t102 t54 t159 t194 t190 t59 t9 t183 t159 t84 t9 t53 t38,,,negative,26
t162 t53 t21 t2 t9 t34 t75 t128 t132 t25 t173 t104 t91 t128 t27 t192 t114 t28 t37 t125 t101 t74 t158 t175 t9 t54,,,negative,26
t141 t170 t34 t192 t41 t19 t132 t149 t147 t132 t185 t161 t30 t41 t19 t70 t171 t161 t162 t140 t97 t171 t28 t185 t24 t181,,,negative,26
t112 t155 t43 t159 t89 t82 t178 t59 t19 t38 t89 t168 t37 t170 t190 t57 t174 t1 t34 t70 t89 t85 t80 t81 t114 t185,,,negative,26
t111 t182 t170 t147 t131 t111 t92 t105 t110 t41 t112 t44 t53 t170 t81 t104 t44 t125 t168 t9 t183 t147 t16 t70 t11 t196,,,negative,26
t111 t105 t192 t55 t59 t170 t173 t183 t141 t196 t27 t41 t11 t149 t38 t150 t43 t91 t59 t44 t140 t102 t112 t159 t11 t97 t149,13.0,1.0,positive,27
t111 t105 t28 t55 t131 t120 t155 t181 t53 t141 t182 t27 t41 t155 t11 t174 t141 t170 t25 t53 t141 t175 t102 t1 t131 t54 t140,14.0,1.0,positive,27
t111 t105 t11 t11 t82 t70 t141 t196 t112 t27 t41 t173 t174 t141 t158 t9 t150 t43 t170 t30 t140 t102 t155 t192 t12 t173 t132,14.0,1.0,positive,27
t75 t105 t84 t97 t181 t104 t120 t112 t27 t11 t97 t82 t112 t34 t141 t146 t12 t140 t102 t114 t190 t183 t54 t161 t141 t196 t168,22.0,1.0,positive,27
t75 t105 t173 t181 t27 t137 t143 t190 t141 t159 t1 t69 t141 t21 t27 t11 t97 t149 t158 t81 t150 t64 t30 t140 t102 t1 t69,13.0,1.0,positive,27
t111 t104 t120 t27 t40 t173 t82 t112 t120 t25 t192 t55 t64 t30 t11 t149 t141 t146 t55 t74 t120 t140 t102 t1 t183 t54 t140,18.0,1.0,positive,27
t75 t105 t41 t97 t11 t149 t101 t178 t179 t54 t83 t141 t196 t27 t137 t112 t155 t41 t173 t11 t132 t155 t178 t183 t173 t38 t141,15.0,1.0,positive,27
t111 t104 t170 t112 t105 t41 t173 t155 t132 t159 t27 t192 t12 t11 t149 t38 t12 t140 t102 t57 t19 t141 t196 t168 t183 t173 t25,20.0,1.0,positive,27
t111 t104 t120 t27 t41 t11 t149 t38 t150 t43 t140 t43 t140 t64 t75 t111 t35 t183 t16 t11 t110 t183 t59 t44 t140 t102 t70,22.0,1.0,positive,27
t111 t105 t82 t105 t173 t149 t101 t112 t101 t192 t150 t131 t120 t155 t183 t141 t141 t92 t112 t53 t69 t141 t114 t115 t27 t137 t70,21.0,1.0,positive,27
t75 t21 t114 t171 t137 t181 t85 t162 t110 t175 t38 t182 t146 t105 t91 t190 t40 t70 t196 t181 t147 t171 t101 t177 t120 t12 t139,,,negative,27
t115 t110 t120 t179 t174 t179 t173 t9 t89 t150 t143 t181 t182 t111 t25 t74 t37 t104 t171 t79 t143 t55 t104 t149 t128 t16 t89,,,negative,27
t59 t27 t41 t41 t37 t83 t97 t43 t197 t2 t120 t139 t149 t64 t147 t185 t84 t125 t177 t143 t115 t181 t179 t149 t59 t192 t190,,,negative,27
t59 t139 t82 t147 t125 t115 t81 t12 t137 t43 t97 t120 t149 t16 t111 t140 t175 t153 t35 t146 t183 t181 t70 t24 t74 t183 t59,,,negative,27
t57 t137 t84 t75 t153 t102 t41 t182 t30 t101 t175 t74 t57 t91 t147 t183 t74 t85 t85 t97 t190 t182 t155 t75 t178 t192 t19,,,negative,27
t16 t150 t92 t37 t19 t102 t111 t197 t131 t80 t146 t9 t41 t168 t102 t75 t181 t174 t40 t171 t101 t80 t162 t2 t25 t140 t44,,,negative,27
t143 t155 t131 t174 t11 t149 t128 t158 t155 t25 t131 t84 t112 t150 t140 t192 t92 t69 t102 t75 t170 t158 t27 t150 t59 t9 t57,,,negative,27
t30 t16 t185 t143 t16 t174 t190 t112 t190 t64 t54 t115 t192 t168 t55 t182 t74 t192 t115 t1 t9 t174 t64 t196 t158 t192 t92,,,negative,27
t16 t158 t185 t35 t114 t155 t35 t89 t97 t70 t149 t85 t30 t105 t54 t64 t74 t190 t132 t35 t53 t132 t177 t19 t190 t170 t177,,,negative,27
t149 t147 t181 t79 t55 t1 t9 t38 t2 t155 t34 t170 t12 t54 t179 t168 t37 t105 t155 t82 t146 t81 t128 t84 t80 t64 t168,,,negative,27
t75 t105 t41 t11 t149 t196 t27 t11 t155 t82 t105 t84 t11 t149 t182 t112 t112 t114 t190 t69 t141 t38 t55 t131 t170 t140 t102 t53,18.0,1.0,positive,28
t75 t105 t84 t11 t181 t27 t192 t12 t11 t174 t141 t175 t102 t159 t40 t155 t132 t141 t182 t27 t41 t11 t149 t146 t12 t140 t102 t70,17.0,1.0,positive,28
t75 t105 t28 t55 t43 t140 t43 t140 t43 t140 t43 t194 t139 t54 t16 t97 t35 t183 t44 t97 t110 t54 t30 t155 t132 t182 t112 t70,23.0,1.0,positive,28
t75 t105 t192 t150 t131 t120 t173 t183 t141 t196 t27 t84 t97 t97 t149 t170 t25 t178 t183 t155 t120 t114 t141 t146 t12 t140 t102 t53,17.0,1.0,positive,28
