sample,mean_parse_height,num_parses,type,length
t12 t36 t53 t8 t98 t92 t25 t97 t67 t83 t26 t67 t79 t3 t13 t94 t97 t55 t26,14.0,1.0,positive,19
t25 t84 t55 t14 t87 t53 t77 t3 t26 t94 t67 t49 t40 t39 t14 t87 t53 t77 t72,12.0,1.0,positive,19
t4 t9 t22 t28 t76 t6 t74 t55 t94 t6 t28 t83 t68 t64 t83 t25 t40 t36 t77,,,negative,19
t6 t63 t74 t36 t28 t92 t87 t74 t26 t40 t26 t26 t49 t79 t63 t77 t70 t8 t8,,,negative,19
t79 t28 t96 t36 t98 t14 t79 t44 t36 t46 t58 t26 t40 t84 t92 t87 t49 t53 t8,,,negative,19
t76 t76 t79 t68 t87 t74 t72 t9 t4 t26 t84 t77 t95 t97 t4 t39 t40 t63 t64,,,negative,19
t14 t40 t74 t4 t70 t25 t8 t79 t70 t92 t68 t98 t58 t98 t87 t16 t22 t22 t16,,,negative,19
t25 t16 t87 t98 t13 t79 t4 t28 t53 t4 t64 t46 t16 t25 t6 t44 t94 t79 t46,,,negative,19
t76 t72 t13 t94 t9 t96 t7 t49 t8 t39 t26 t44 t77 t74 t55 t44 t7 t63 t53,,,negative,19
t25 t82 t26 t76 t70 t22 t79 t13 t9 t76 t25 t84 t76 t49 t87 t25 t55 t25 t40,,,negative,19
t94 t64 t53 t74 t79 t92 t36 t77 t44 t44 t97 t79 t74 t3 t74 t16 t94 t58 t26,,,negative,19
t8 t14 t27 t22 t83 t95 t64 t7 t77 t26 t27 t16 t4 t4 t72 t63 t7 t98 t98,,,negative,19
t25 t84 t40 t36 t53 t36 t53 t67 t96 t96 t36 t53 t8 t72 t98 t96 t22 t87 t94 t13,12.0,1.0,positive,20
t12 t77 t87 t53 t77 t3 t63 t94 t13 t84 t46 t82 t39 t36 t53 t3 t96 t3 t67 t64,10.0,1.0,positive,20
t12 t36 t53 t67 t96 t97 t40 t36 t53 t77 t77 t87 t53 t67 t96 t53 t25 t28 t94 t13,11.0,1.0,positive,20
t12 t3 t97 t55 t36 t53 t77 t3 t13 t67 t83 t58 t12 t26 t97 t79 t58 t25 t84 t94,15.0,1.0,positive,20
t25 t84 t55 t77 t87 t53 t14 t87 t53 t67 t96 t96 t26 t58 t94 t67 t68 t40 t39 t3,13.0,1.0,positive,20
t25 t84 t55 t77 t87 t53 t14 t87 t53 t67 t96 t96 t3 t53 t25 t58 t94 t28 t94 t13,12.0,1.0,positive,20
t12 t77 t87 t53 t77 t3 t68 t39 t25 t28 t94 t13 t97 t55 t36 t53 t77 t4 t96 t79,13.0,1.0,positive,20
t12 t14 t87 t53 t26 t96 t77 t87 t53 t8 t3 t26 t94 t13 t58 t94 t13 t84 t40 t26,13.0,1.0,positive,20
t25 t97 t36 t39 t3 t82 t39 t77 t87 t53 t77 t87 t53 t67 t96 t96 t7 t96 t67 t44,10.0,1.0,positive,20
t25 t84 t40 t36 t53 t3 t96 t3 t68 t95 t12 t14 t87 t53 t26 t96 t72 t87 t94 t67,15.0,1.0,positive,20
t96 t97 t79 t7 t44 t8 t96 t72 t72 t40 t16 t68 t22 t70 t27 t96 t16 t39 t55 t70,,,negative,20
t96 t58 t7 t25 t77 t84 t67 t14 t49 t96 t63 t9 t53 t36 t79 t67 t39 t94 t46 t7,,,negative,20
t40 t12 t58 t53 t84 t83 t87 t28 t72 t53 t53 t49 t72 t49 t82 t94 t25 t40 t46 t13,,,negative,20
t58 t72 t67 t27 t53 t49 t64 t13 t25 t44 t4 t82 t9 t14 t53 t74 t7 t14 t82 t97,,,negative,20
t97 t97 t84 t55 t12 t74 t46 t58 t25 t49 t36 t72 t70 t13 t79 t26 t8 t46 t28 t8,,,negative,20
t70 t22 t79 t12 t39 t74 t16 t28 t83 t67 t97 t39 t12 t6 t16 t83 t3 t94 t25 t64,,,negative,20
t68 t70 t44 t94 t68 t13 t25 t7 t6 t70 t9 t44 t26 t79 t49 t22 t92 t72 t16 t26,,,negative,20
t74 t22 t3 t96 t28 t74 t82 t79 t25 t6 t44 t13 t63 t72 t14 t26 t44 t39 t84 t8,,,negative,20
t98 t87 t28 t4 t9 t79 t55 t72 t77 t95 t97 t9 t72 t87 t95 t70 t16 t92 t82 t6,,,negative,20
t58 t14 t95 t16 t46 t49 t96 t98 t40 t95 t36 t95 t55 t64 t70 t4 t79 t67 t8 t58,,,negative,20
t25 t84 t55 t14 t87 t53 t8 t3 t53 t12 t14 t87 t53 t77 t58 t25 t84 t79 t28 t94 t67,17.0,1.0,positive,21
t12 t36 t53 t67 t96 t84 t36 t95 t36 t53 t8 t76 t12 t36 t53 t77 t4 t96 t64 t97 t79,14.0,1.0,positive,21
t12 t36 t53 t26 t96 t26 t63 t94 t67 t84 t46 t82 t95 t14 t87 t53 t8 t7 t96 t27 t9,10.0,1.0,positive,21
t12 t14 t87 t53 t8 t7 t96 t95 t12 t26 t84 t12 t14 t87 t53 t67 t96 t97 t64 t84 t46,14.0,1.0,positive,21
t12 t14 t87 t53 t13 t96 t97 t55 t26 t82 t95 t36 t53 t13 t96 t74 t46 t82 t39 t95 t26,10.0,1.0,positive,21
t12 t36 t53 t77 t87 t53 t67 t96 t96 t98 t92 t12 t26 t97 t64 t84 t55 t36 t53 t77 t72,11.0,1.0,positive,21
t12 t36 t53 t26 t96 t26 t26 t94 t67 t84 t36 t95 t77 t87 t53 t26 t96 t4 t96 t67 t9,10.0,1.0,positive,21
t12 t77 t87 t53 t13 t96 t84 t40 t36 t53 t77 t87 t53 t26 t96 t72 t96 t4 t96 t67 t9,10.0,1.0,positive,21
t12 t77 t87 t53 t36 t53 t67 t96 t96 t76 t12 t3 t97 t98 t92 t96 t25 t84 t79 t84 t46,13.0,1.0,positive,21
t12 t36 t53 t8 t36 t53 t77 t26 t26 t94 t67 t53 t25 t58 t94 t28 t94 t13 t97 t55 t26,13.0,1.0,positive,21
t44 t39 t97 t12 t44 t76 t4 t27 t16 t4 t74 t74 t26 t68 t46 t87 t72 t49 t6 t55 t82,,,negative,21
t22 t79 t92 t55 t94 t40 t58 t74 t55 t12 t96 t36 t84 t96 t9 t96 t92 t68 t3 t44 t68,,,negative,21
t83 t79 t58 t84 t79 t16 t22 t95 t83 t7 t74 t82 t87 t87 t4 t79 t44 t49 t58 t36 t92,,,negative,21
t82 t25 t36 t77 t26 t64 t67 t36 t8 t9 t7 t7 t95 t74 t3 t72 t39 t74 t36 t3 t64,,,negative,21
t12 t68 t87 t44 t4 t25 t58 t83 t79 t70 t97 t25 t72 t63 t87 t94 t87 t63 t70 t95 t7,,,negative,21
t68 t63 t92 t63 t40 t14 t9 t12 t70 t40 t46 t22 t84 t58 t14 t36 t76 t9 t13 t6 t25,,,negative,21
t74 t13 t94 t40 t28 t83 t3 t26 t87 t6 t68 t68 t8 t96 t95 t14 t55 t58 t8 t22 t39,,,negative,21
t82 t25 t13 t22 t27 t68 t6 t84 t49 t25 t49 t39 t68 t14 t63 t82 t14 t58 t70 t16 t6,,,negative,21
t63 t68 t83 t58 t4 t87 t22 t22 t70 t25 t12 t26 t82 t26 t49 t92 t44 t7 t3 t87 t25,,,negative,21
t12 t70 t26 t44 t83 t12 t46 t7 t3 t97 t40 t44 t96 t4 t92 t22 t63 t25 t97 t49 t44,,,negative,21
t12 t77 t87 t53 t13 t96 t84 t55 t14 t87 t53 t14 t87 t53 t26 t96 t72 t96 t58 t25 t84 t79,10.0,1.0,positive,22
t12 t77 t87 t53 t77 t3 t49 t95 t12 t3 t53 t12 t26 t87 t94 t26 t94 t28 t94 t13 t97 t46,17.0,1.0,positive,22
t12 t36 t53 t67 t96 t97 t40 t77 t87 t53 t14 t87 t53 t77 t3 t63 t94 t13 t96 t7 t96 t79,12.0,1.0,positive,22
t12 t3 t97 t40 t36 t53 t77 t98 t92 t12 t77 t87 t53 t13 t96 t97 t58 t96 t25 t84 t67 t6,15.0,1.0,positive,22
t12 t77 t87 t53 t36 t53 t77 t3 t58 t94 t13 t96 t26 t13 t79 t84 t36 t95 t36 t53 t13 t96,13.0,1.0,positive,22
t12 t77 t87 t53 t8 t98 t92 t12 t77 t87 t53 t26 t96 t7 t96 t27 t6 t84 t16 t6 t97 t46,15.0,1.0,positive,22
t12 t36 t53 t8 t3 t58 t94 t13 t68 t95 t22 t28 t94 t67 t68 t39 t22 t87 t94 t13 t97 t46,20.0,1.0,positive,22
t25 t84 t46 t74 t36 t39 t95 t14 t87 t53 t8 t3 t49 t39 t12 t36 t53 t67 t96 t28 t94 t67,14.0,1.0,positive,22
t12 t36 t53 t3 t96 t14 t87 t53 t36 t53 t13 t96 t96 t72 t98 t96 t22 t87 t94 t13 t84 t46,13.0,1.0,positive,22
t25 t84 t55 t26 t82 t95 t77 t87 t53 t3 t96 t4 t96 t67 t83 t7 t96 t16 t6 t26 t13 t94,13.0,1.0,positive,22
t98 t46 t9 t74 t36 t28 t79 t98 t25 t53 t4 t14 t72 t96 t46 t3 t44 t28 t64 t97 t46 t70,,,negative,22
t70 t58 t96 t14 t13 t36 t77 t55 t67 t87 t70 t70 t12 t68 t79 t12 t46 t22 t16 t95 t84 t6,,,negative,22
t83 t13 t77 t70 t83 t79 t97 t76 t95 t68 t70 t77 t74 t46 t92 t92 t28 t95 t40 t53 t6 t67,,,negative,22
t77 t14 t28 t77 t40 t16 t74 t44 t12 t77 t55 t95 t28 t74 t7 t87 t64 t3 t58 t40 t44 t3,,,negative,22
t12 t46 t25 t14 t95 t74 t76 t4 t96 t95 t28 t27 t74 t22 t49 t49 t67 t9 t25 t63 t92 t27,,,negative,22
t46 t84 t63 t77 t25 t95 t67 t44 t72 t97 t26 t63 t70 t77 t67 t16 t39 t6 t98 t64 t27 t87,,,negative,22
t95 t58 t36 t98 t95 t8 t40 t9 t53 t28 t12 t26 t76 t67 t22 t70 t58 t63 t49 t22 t49 t53,,,negative,22
t25 t79 t87 t83 t74 t14 t74 t68 t95 t9 t40 t79 t70 t96 t77 t26 t68 t68 t70 t70 t87 t27,,,negative,22
t44 t77 t82 t26 t49 t92 t94 t96 t53 t44 t22 t97 t79 t63 t79 t68 t84 t84 t97 t49 t27 t53,,,negative,22
t95 t53 t9 t39 t8 t72 t6 t28 t44 t79 t4 t55 t92 t40 t40 t63 t55 t12 t3 t12 t70 t94,,,negative,22
t12 t36 t53 t36 t53 t67 t96 t96 t77 t87 t53 t77 t87 t53 t8 t72 t96 t72 t58 t94 t13 t97 t46,14.0,1.0,positive,23
t12 t14 t87 t53 t26 t96 t77 t87 t53 t67 t96 t67 t16 t83 t58 t25 t97 t79 t7 t96 t94 t84 t46,15.0,1.0,positive,23
t12 t77 t87 t53 t8 t14 t87 t53 t8 t3 t58 t94 t13 t98 t96 t22 t58 t94 t87 t94 t13 t84 t46,14.0,1.0,positive,23
t12 t77 t87 t53 t8 t77 t87 t53 t77 t7 t96 t58 t96 t25 t84 t16 t44 t26 t94 t67 t97 t40 t3,14.0,1.0,positive,23
t12 t77 t87 t53 t26 t96 t77 t87 t53 t13 t96 t58 t94 t13 t84 t36 t95 t36 t53 t8 t4 t96 t79,11.0,1.0,positive,23
t25 t97 t40 t36 t53 t36 t53 t8 t77 t87 t53 t13 t96 t53 t25 t28 t94 t13 t96 t3 t26 t94 t13,14.0,1.0,positive,23
t25 t97 t36 t39 t36 t53 t77 t14 t87 t53 t77 t87 t53 t67 t96 t96 t72 t53 t12 t26 t87 t94 t67,13.0,1.0,positive,23
t12 t77 t87 t53 t8 t36 t53 t3 t96 t72 t68 t39 t25 t74 t95 t25 t28 t94 t28 t94 t67 t84 t46,16.0,1.0,positive,23
t12 t77 t87 t53 t36 t53 t67 t96 t96 t36 t53 t14 t87 t53 t67 t96 t96 t72 t58 t94 t67 t84 t46,14.0,1.0,positive,23
t12 t77 t87 t53 t36 t53 t77 t3 t13 t16 t9 t96 t26 t67 t16 t83 t72 t7 t96 t94 t97 t40 t26,13.0,1.0,positive,23
t67 t98 t74 t87 t8 t70 t70 t14 t22 t96 t72 t26 t55 t36 t16 t7 t9 t12 t77 t64 t87 t84 t84,,,negative,23
t46 t83 t72 t53 t96 t68 t36 t27 t7 t7 t77 t22 t55 t13 t77 t28 t28 t7 t79 t4 t40 t79 t4,,,negative,23
t13 t4 t28 t95 t68 t92 t27 t3 t79 t95 t92 t74 t72 t97 t36 t22 t68 t53 t46 t77 t70 t16 t79,,,negative,23
t82 t95 t70 t28 t40 t82 t67 t68 t27 t3 t63 t9 t64 t76 t72 t13 t25 t40 t98 t64 t72 t9 t27,,,negative,23
t95 t67 t76 t28 t28 t55 t6 t94 t36 t82 t25 t76 t8 t98 t16 t72 t55 t84 t25 t9 t9 t98 t94,,,negative,23
t36 t49 t7 t4 t7 t74 t16 t9 t92 t39 t74 t95 t72 t8 t70 t12 t70 t82 t68 t64 t94 t87 t27,,,negative,23
t79 t49 t7 t83 t97 t36 t55 t87 t82 t13 t76 t53 t16 t64 t55 t26 t94 t83 t96 t4 t28 t64 t83,,,negative,23
t40 t22 t79 t25 t64 t44 t79 t97 t46 t13 t9 t79 t70 t46 t96 t95 t12 t68 t26 t39 t28 t12 t63,,,negative,23
t46 t74 t82 t44 t63 t25 t95 t95 t9 t28 t12 t8 t13 t36 t7 t12 t55 t12 t9 t8 t64 t72 t95,,,negative,23
t97 t84 t4 t22 t79 t92 t84 t95 t76 t14 t58 t12 t84 t82 t72 t55 t6 t87 t4 t28 t67 t39 t39,,,negative,23
t12 t26 t84 t55 t77 t87 t53 t14 t87 t53 t26 t96 t36 t53 t13 t96 t26 t94 t67 t96 t3 t63 t94 t13,12.0,1.0,positive,24
t12 t36 t53 t8 t14 t87 t53 t8 t72 t68 t95 t25 t26 t94 t28 t94 t67 t97 t40 t36 t53 t3 t96 t72,14.0,1.0,positive,24
t12 t77 t87 t53 t8 t36 t53 t8 t77 t87 t53 t13 t96 t58 t94 t67 t98 t96 t22 t87 t94 t67 t97 t46,14.0,1.0,positive,24
t12 t36 t53 t77 t36 t53 t14 t87 t53 t8 t26 t26 t94 t67 t96 t26 t58 t94 t13 t26 t94 t67 t97 t46,16.0,1.0,positive,24
t12 t36 t53 t77 t26 t67 t67 t83 t26 t13 t58 t96 t12 t3 t97 t27 t70 t98 t92 t25 t84 t94 t84 t46,16.0,1.0,positive,24
t25 t97 t36 t95 t14 t87 t53 t8 t3 t49 t39 t12 t14 t87 t53 t77 t72 t26 t94 t63 t94 t87 t94 t67,17.0,1.0,positive,24
t12 t77 t87 t53 t77 t36 t53 t8 t72 t53 t12 t26 t28 t94 t13 t97 t46 t68 t40 t95 t36 t53 t8 t72,13.0,1.0,positive,24
t12 t3 t97 t55 t36 t53 t3 t96 t26 t63 t94 t13 t68 t36 t95 t95 t3 t82 t95 t14 t87 t53 t13 t96,15.0,1.0,positive,24
t12 t77 t87 t53 t13 t96 t84 t40 t14 t87 t53 t8 t26 t53 t12 t77 t87 t53 t26 t96 t72 t87 t94 t13,15.0,1.0,positive,24
t12 t14 t87 t53 t8 t76 t12 t26 t84 t39 t12 t3 t97 t12 t3 t84 t79 t84 t40 t14 t87 t53 t13 t96,13.0,1.0,positive,24
t12 t36 t6 t13 t25 t68 t22 t46 t55 t39 t64 t25 t63 t94 t3 t12 t97 t92 t98 t64 t95 t39 t3 t8,,,negative,24
t26 t53 t98 t98 t27 t26 t95 t83 t79 t6 t87 t58 t92 t77 t97 t74 t77 t63 t27 t67 t9 t77 t27 t16,,,negative,24
t8 t96 t40 t64 t39 t44 t96 t27 t63 t6 t92 t25 t46 t96 t25 t12 t22 t14 t12 t72 t79 t94 t25 t6,,,negative,24
t7 t58 t25 t9 t7 t53 t7 t39 t53 t46 t49 t79 t68 t39 t84 t84 t67 t83 t94 t53 t25 t26 t84 t82,,,negative,24
t94 t13 t68 t22 t83 t98 t25 t64 t58 t6 t72 t8 t27 t6 t6 t40 t92 t9 t83 t16 t6 t97 t27 t39,,,negative,24
t53 t63 t82 t16 t70 t94 t16 t58 t97 t83 t53 t40 t53 t63 t6 t95 t96 t46 t70 t7 t16 t64 t3 t98,,,negative,24
t25 t82 t72 t94 t87 t98 t63 t25 t79 t63 t14 t72 t22 t58 t4 t94 t3 t27 t44 t87 t39 t16 t67 t49,,,negative,24
t95 t55 t82 t94 t22 t79 t77 t12 t68 t55 t16 t27 t96 t26 t25 t7 t6 t25 t70 t12 t36 t53 t77 t64,,,negative,24
t98 t26 t94 t95 t77 t92 t83 t74 t87 t25 t53 t83 t6 t84 t94 t6 t7 t4 t76 t53 t22 t77 t6 t94,,,negative,24
t46 t98 t16 t84 t28 t58 t36 t16 t4 t16 t58 t68 t63 t6 t36 t14 t12 t53 t40 t92 t68 t6 t72 t96,,,negative,24
t12 t26 t97 t40 t14 t87 t53 t67 t96 t74 t55 t26 t49 t40 t95 t39 t36 t53 t8 t3 t53 t25 t87 t94 t67,11.0,1.0,positive,25
t12 t36 t53 t13 t96 t97 t40 t36 t53 t3 t96 t36 t53 t8 t72 t49 t95 t25 t26 t94 t63 t94 t28 t94 t67,14.0,1.0,positive,25
t12 t14 t87 t53 t36 t53 t14 t87 t53 t77 t26 t63 t94 t13 t96 t3 t58 t94 t67 t96 t4 t96 t79 t97 t46,16.0,1.0,positive,25
t12 t77 t87 t53 t67 t96 t84 t36 t39 t77 t87 t53 t67 t96 t49 t40 t39 t26 t82 t95 t26 t74 t40 t95 t26,16.0,1.0,positive,25
t12 t36 t53 t3 t96 t77 t87 t53 t77 t26 t63 t94 t67 t53 t12 t77 t87 t53 t67 t96 t28 t94 t13 t84 t46,16.0,1.0,positive,25
t12 t36 t53 t77 t72 t84 t55 t14 t87 t53 t67 t96 t82 t39 t14 t87 t53 t77 t3 t53 t12 t3 t28 t94 t13,12.0,1.0,positive,25
t12 t14 t87 t53 t77 t36 t53 t36 t53 t8 t7 t96 t76 t96 t25 t97 t64 t96 t72 t58 t94 t13 t84 t55 t26,17.0,1.0,positive,25
t12 t14 t87 t53 t3 t96 t14 t87 t53 t13 t96 t13 t67 t83 t76 t12 t26 t97 t27 t70 t26 t13 t94 t97 t46,16.0,1.0,positive,25
t12 t77 t87 t53 t13 t96 t97 t36 t95 t36 t53 t3 t96 t77 t87 t53 t3 t96 t3 t26 t94 t13 t26 t94 t67,12.0,1.0,positive,25
t25 t84 t36 t39 t77 t87 t53 t77 t7 t96 t98 t92 t96 t12 t26 t84 t27 t70 t82 t95 t77 t87 t53 t67 t96,14.0,1.0,positive,25
t97 t97 t58 t25 t25 t63 t28 t40 t63 t94 t46 t36 t82 t49 t39 t79 t83 t53 t97 t82 t28 t16 t3 t68 t72,,,negative,25
t27 t3 t82 t40 t40 t72 t3 t53 t49 t82 t46 t74 t76 t74 t46 t76 t49 t94 t40 t40 t9 t53 t28 t13 t84,,,negative,25
t95 t49 t8 t12 t26 t27 t27 t74 t12 t53 t83 t4 t49 t26 t25 t74 t9 t9 t83 t44 t96 t82 t96 t40 t9,,,negative,25
t67 t36 t28 t27 t46 t8 t16 t16 t98 t53 t44 t25 t97 t94 t83 t64 t95 t7 t94 t14 t7 t55 t79 t28 t97,,,negative,25
t8 t84 t7 t77 t70 t26 t12 t7 t3 t27 t77 t72 t95 t82 t39 t3 t12 t3 t74 t3 t40 t9 t82 t74 t28,,,negative,25
t27 t68 t26 t70 t6 t40 t16 t87 t55 t55 t74 t92 t94 t4 t64 t39 t87 t6 t67 t96 t22 t82 t97 t14 t79,,,negative,25
t49 t70 t16 t67 t72 t12 t72 t46 t12 t67 t46 t16 t72 t82 t25 t36 t84 t44 t16 t36 t46 t87 t67 t74 t76,,,negative,25
t40 t77 t40 t12 t97 t25 t14 t68 t96 t58 t77 t27 t72 t87 t40 t16 t40 t16 t16 t95 t36 t77 t27 t95 t4,,,negative,25
t72 t94 t39 t79 t14 t26 t36 t68 t55 t97 t94 t13 t83 t83 t58 t76 t72 t9 t72 t8 t63 t94 t4 t28 t55,,,negative,25
t7 t40 t53 t83 t79 t53 t44 t25 t83 t94 t77 t79 t74 t94 t7 t67 t94 t94 t64 t77 t16 t22 t8 t49 t3,,,negative,25
t12 t36 t53 t8 t3 t63 t94 t13 t84 t55 t14 t87 t53 t36 t53 t13 t96 t96 t3 t58 t94 t67 t49 t55 t95 t3,12.0,1.0,positive,26
t12 t14 t87 t53 t13 t96 t84 t40 t26 t74 t55 t3 t82 t39 t95 t26 t68 t55 t36 t53 t8 t72 t82 t39 t39 t26,13.0,1.0,positive,26
t12 t36 t53 t8 t14 t87 t53 t13 t96 t49 t39 t25 t26 t94 t98 t96 t22 t28 t94 t28 t94 t13 t97 t36 t95 t26,16.0,1.0,positive,26
t12 t77 t87 t53 t77 t87 t53 t36 t53 t13 t96 t96 t26 t13 t27 t44 t96 t36 t53 t77 t72 t58 t94 t13 t97 t46,13.0,1.0,positive,26
t12 t14 t87 t53 t36 t53 t3 t96 t26 t63 t94 t67 t96 t76 t12 t36 t53 t77 t3 t58 t94 t13 t97 t64 t97 t46,16.0,1.0,positive,26
t12 t36 t53 t36 t53 t77 t87 t53 t13 t96 t96 t77 t87 t53 t67 t96 t26 t94 t13 t96 t3 t63 t94 t13 t84 t46,14.0,1.0,positive,26
t12 t77 t87 t53 t14 t87 t53 t26 t96 t72 t96 t72 t84 t36 t95 t36 t53 t67 t96 t82 t39 t77 t87 t53 t67 t96,11.0,1.0,positive,26
t12 t14 t87 t53 t13 t96 t84 t40 t36 t53 t14 t87 t53 t77 t58 t25 t97 t79 t96 t3 t98 t96 t22 t28 t94 t13,12.0,1.0,positive,26
t12 t14 t87 t53 t77 t77 t87 t53 t77 t36 t53 t26 t96 t26 t26 t94 t67 t58 t94 t13 t58 t94 t67 t84 t40 t26,16.0,1.0,positive,26
t25 t84 t55 t14 t87 t53 t77 t87 t53 t13 t96 t96 t36 t53 t26 t96 t14 t87 t53 t13 t96 t26 t94 t67 t13 t64,14.0,1.0,positive,26
t53 t95 t25 t22 t49 t9 t84 t25 t64 t92 t26 t8 t16 t87 t46 t27 t84 t7 t36 t55 t16 t16 t58 t74 t27 t64,,,negative,26
t77 t98 t63 t16 t16 t16 t94 t28 t3 t44 t7 t74 t58 t22 t3 t97 t25 t27 t94 t74 t39 t72 t72 t68 t25 t7,,,negative,26
t92 t36 t36 t82 t76 t83 t58 t74 t77 t64 t8 t53 t95 t49 t84 t27 t7 t67 t70 t63 t84 t87 t9 t72 t4 t84,,,negative,26
t84 t82 t53 t44 t53 t12 t3 t6 t53 t9 t22 t77 t46 t74 t68 t6 t82 t12 t3 t76 t40 t25 t96 t87 t4 t87,,,negative,26
t6 t74 t77 t74 t13 t95 t58 t7 t79 t12 t63 t16 t76 t96 t9 t72 t63 t74 t58 t64 t44 t14 t92 t95 t97 t4,,,negative,26
t25 t64 t12 t39 t28 t98 t25 t94 t4 t39 t40 t6 t44 t83 t76 t27 t39 t14 t87 t76 t77 t4 t3 t87 t82 t36,,,negative,26
t68 t68 t28 t98 t14 t96 t28 t4 t3 t14 t39 t58 t98 t83 t67 t39 t84 t63 t14 t84 t22 t58 t70 t3 t25 t44,,,negative,26
t94 t67 t4 t3 t97 t13 t68 t98 t55 t26 t84 t97 t72 t67 t3 t95 t96 t36 t8 t53 t76 t97 t77 t68 t39 t84,,,negative,26
t3 t67 t72 t67 t98 t40 t82 t64 t25 t4 t68 t25 t7 t96 t79 t72 t84 t46 t58 t3 t87 t28 t4 t25 t28 t55,,,negative,26
t40 t82 t64 t12 t26 t22 t55 t77 t3 t87 t36 t95 t53 t84 t22 t49 t8 t64 t87 t55 t16 t95 t76 t84 t68 t40,,,negative,26
t25 t84 t36 t95 t77 t87 t53 t77 t77 t87 t53 t26 t96 t36 t53 t67 t96 t63 t94 t13 t58 t94 t67 t74 t40 t39 t26,15.0,1.0,positive,27
t12 t77 t87 t53 t3 t96 t76 t12 t36 t53 t8 t4 t96 t79 t97 t64 t97 t40 t77 t87 t53 t8 t98 t92 t25 t97 t79,15.0,1.0,positive,27
t12 t77 t87 t53 t3 t96 t3 t67 t39 t25 t97 t25 t84 t79 t97 t36 t95 t77 t87 t53 t8 t36 t53 t67 t96 t67 t64,12.0,1.0,positive,27
t12 t3 t97 t55 t14 t87 t53 t77 t3 t53 t25 t49 t95 t25 t63 t94 t28 t94 t26 t94 t53 t25 t87 t94 t87 t94 t67,18.0,1.0,positive,27
t25 t97 t40 t36 t53 t77 t14 t87 t53 t77 t14 t87 t53 t8 t3 t98 t96 t22 t87 t94 t67 t58 t94 t67 t26 t94 t13,18.0,1.0,positive,27
t12 t14 t87 t53 t77 t87 t53 t8 t26 t26 t94 t13 t96 t3 t74 t39 t12 t26 t28 t94 t13 t97 t46 t49 t55 t95 t26,13.0,1.0,positive,27
t12 t36 t53 t13 t96 t84 t55 t77 t87 t53 t8 t77 t87 t53 t67 t96 t74 t39 t12 t77 t87 t53 t13 t96 t28 t94 t13,15.0,1.0,positive,27
t12 t3 t97 t55 t3 t82 t95 t77 t87 t53 t77 t72 t68 t36 t39 t95 t77 t87 t53 t3 t96 t36 t53 t8 t72 t13 t79,10.0,1.0,positive,27
t12 t77 t87 t53 t8 t3 t58 t94 t67 t84 t40 t36 t53 t8 t3 t53 t12 t36 t53 t77 t26 t13 t16 t9 t28 t94 t67,16.0,1.0,positive,27
t25 t97 t40 t36 t53 t8 t36 t53 t8 t36 t53 t77 t36 t53 t77 t72 t67 t64 t98 t96 t22 t87 t94 t67 t58 t94 t67,16.0,1.0,positive,27
t87 t67 t94 t27 t8 t4 t14 t44 t28 t58 t82 t76 t9 t83 t39 t70 t63 t26 t53 t14 t27 t95 t44 t58 t44 t13 t28,,,negative,27
t82 t4 t53 t67 t27 t77 t84 t77 t26 t13 t67 t58 t7 t9 t67 t95 t13 t87 t7 t13 t64 t83 t25 t13 t87 t7 t82,,,negative,27
t96 t68 t83 t28 t74 t6 t68 t84 t22 t97 t22 t58 t16 t82 t87 t27 t49 t55 t27 t82 t72 t6 t12 t25 t13 t84 t40,,,negative,27
t3 t8 t95 t79 t92 t76 t13 t77 t70 t83 t53 t64 t83 t96 t82 t79 t87 t70 t22 t70 t82 t26 t46 t74 t79 t87 t64,,,negative,27
t79 t14 t58 t26 t76 t82 t76 t16 t53 t46 t67 t13 t14 t87 t82 t84 t92 t13 t16 t84 t13 t95 t22 t72 t8 t95 t98,,,negative,27
t63 t25 t39 t14 t9 t92 t12 t7 t7 t44 t25 t26 t36 t39 t27 t27 t87 t16 t63 t4 t63 t39 t36 t6 t14 t58 t8,,,negative,27
t97 t7 t74 t8 t3 t49 t8 t96 t82 t82 t22 t44 t55 t92 t40 t4 t39 t14 t44 t40 t40 t87 t44 t28 t39 t36 t84,,,negative,27
t28 t79 t55 t94 t68 t70 t67 t74 t55 t68 t84 t9 t92 t70 t83 t87 t94 t58 t92 t82 t22 t16 t7 t84 t70 t87 t49,,,negative,27
t16 t6 t55 t12 t68 t83 t92 t49 t22 t67 t25 t44 t8 t64 t58 t72 t9 t25 t39 t76 t98 t74 t39 t49 t49 t96 t16,,,negative,27
t40 t58 t49 t82 t84 t53 t58 t76 t64 t39 t53 t14 t12 t9 t55 t87 t9 t95 t83 t79 t96 t94 t27 t64 t92 t87 t92,,,negative,27
t12 t36 t53 t77 t87 t53 t77 t77 t87 t53 t36 t53 t13 t96 t96 t76 t25 t84 t79 t26 t94 t13 t96 t4 t96 t79 t97 t46,16.0,1.0,positive,28
t12 t77 t87 t53 t13 t96 t84 t55 t77 t87 t53 t77 t14 t87 t53 t8 t3 t13 t79 t26 t94 t67 t68 t95 t22 t87 t94 t13,14.0,1.0,positive,28
t12 t77 t87 t53 t13 t96 t84 t55 t36 t53 t77 t77 t87 t53 t8 t36 t53 t13 t96 t98 t96 t22 t87 t94 t67 t63 t94 t13,15.0,1.0,positive,28
